epoch,adv_loss,commitment_loss,disc_loss,generator_loss,logits_fake,logits_real,loss,rec_loss,spectral_loss,val_adv_loss,val_commitment_loss,val_loss,val_rec_loss,val_spectral_loss
11,2.3209320068359376,0.005423748573521152,0.19480089366436004,0.3794990220665932,-1.9553239440917969,2.107617244720459,0.3794990220665932,0.11569123987108469,2.3517466777563096,0.4584912109375,0.005921658126171678,0.3650146996974945,0.1257803716138005,2.3331266331672667
12,1.929619598388672,0.00510804595774971,0.3038610389828682,0.37299357071518896,-1.5102337646484374,1.8161070251464844,0.37299357071518896,0.11384213458746671,2.347467249631882,0.22902008056640624,0.006326861409470439,0.3292626440525055,0.10784383673220872,2.1509194135665894
13,2.2519406127929686,0.004844600848155096,0.22340575307607652,0.36447896644473077,-1.8265131187438965,2.046270656585693,0.36447896644473077,0.10970506420359015,2.2741039389371873,0.11630157470703124,0.0061436668410897255,0.3181056597828865,0.1031935516372323,2.08768440246582
14,1.741263656616211,0.004839531682664528,0.4157045304775238,0.3775454284250736,-1.3177120557427406,1.4407397842407226,0.3775454284250736,0.11797001702710987,2.3732342952489853,0.07378107070922851,0.006072910823859274,0.2973986464738846,0.09108284790068864,2.002428810596466
15,1.411157341003418,0.004813964023487643,0.5133488368988037,0.38517970614135266,-1.0038593292236329,1.1905415344238282,0.38517970614135266,0.12355815898627043,2.426960626244545,0.10129364013671875,0.006041120232548564,0.30862566232681277,0.09658325515687466,2.0600128293037416
16,2.5106353759765625,0.004666960337199271,0.10655336290597915,0.3775848484784365,-2.2495135498046874,2.4578627014160155,0.3775848484784365,0.11329807447269559,2.3451338922977447,0.2659124755859375,0.0058685791166499255,0.29894383132457736,0.09346522893756629,1.9961002135276795
17,2.551646728515625,0.004650556321721524,0.24118009448051453,0.3977998457849026,-2.1732588958740235,2.3533616161346433,0.3977998457849026,0.12436023015528917,2.4327223575115204,0.300787353515625,0.005374109956901521,0.3318030279874802,0.11172472018748522,2.1470419335365296
18,1.3206028747558594,0.004559871035162359,0.5317019140720367,0.36371475890278815,-1.0429534912109375,1.1441423797607422,0.36371475890278815,0.11334091207012534,2.3260804426670076,0.3763232421875,0.00511376399314031,0.30851934671401976,0.09523444287478924,2.0817113637924196
19,1.4261594772338868,0.004388510920107364,0.4495441573858261,0.38445285737514495,-1.1703606414794923,1.4383905410766602,0.38445285737514495,0.12312099594622851,2.4268153595924375,-0.24817161560058593,0.005283839905168861,0.31496921509504316,0.10180671397596598,2.078786561489105
20,1.3580634498596191,0.004227440510876476,0.5215048718452454,0.35366742469370366,-1.1262017822265624,0.9990541076660157,0.35366742469370366,0.10912016034126282,2.2673918902873993,0.186427001953125,0.004763326009269804,0.30573580890893937,0.09490547936409711,2.0606699848175047
21,1.121288070678711,0.00416709556709975,0.5121038287878037,0.3648291318118572,-0.9537964391708375,1.0076056289672852,0.3648291318118572,0.11498738976195455,2.344613449573517,0.6053662109375,0.004724936615675687,0.30310316383838654,0.0935315465554595,2.0484667921066286
22,1.2802745819091796,0.003981837704777717,0.4604580417275429,0.34600523844361303,-1.10452335357666,1.1957219696044923,0.34600523844361303,0.10611604714766144,2.2310457694530488,0.417559814453125,0.004895359063521027,0.27873421996831893,0.08251904282718897,1.9131981539726257
23,1.5613010025024414,0.003868380415951833,0.35079246908426287,0.3504188034683466,-1.3818212890625,1.5312156677246094,0.3504188034683466,0.1071101389452815,2.238267617225647,0.73130859375,0.004328430825844407,0.2842809855937958,0.08170780465006829,1.9824474716186524
24,1.4550739097595216,0.003827830001246184,0.385001146197319,0.3698563987016678,-1.3468719482421876,1.393324508666992,0.3698563987016678,0.1165582524240017,2.3491940945386887,0.993505859375,0.003994099074043333,0.2796789142489433,0.07884276457130909,1.968420467376709
25,1.818596649169922,0.0037825319147668777,0.2613038066029549,0.35187247581779957,-1.714988384246826,1.7536785888671875,0.35187247581779957,0.10561927609145641,2.242842453122139,0.5230859375,0.004604975692927837,0.2633990779519081,0.07370316743850708,1.850909321308136
26,1.695700454711914,0.0037323861266486346,0.26045563906431196,0.34954630345106125,-1.5885319995880127,1.7839935684204102,0.34954630345106125,0.1061710093729198,2.226860406398773,1.3327734375,0.0038250596169382336,0.29807792872190475,0.08894564684480429,2.053072202205658
27,1.7322967529296875,0.003633746231207624,0.2932578411698341,0.3626764187961817,-1.661448974609375,1.6834420776367187,0.3626764187961817,0.11279107147827744,2.289286331534386,0.590283203125,0.004599230557214468,0.29944897443056107,0.09381640449166298,2.0103333568573
28,1.5795313262939452,0.0035955552838277073,0.31994812935590744,0.34953694298863414,-1.5473953819274902,1.4219017791748048,0.34953694298863414,0.10631245946511626,2.238336753845215,0.938876953125,0.004771429025568068,0.30586250364780426,0.09709328167140484,2.039977889060974
29,1.7113985443115234,0.003504558054264635,0.20858344912528992,0.3478995891660452,-1.6945526885986328,1.8725346541404724,0.3478995891660452,0.10578323468565941,2.2149777102470396,0.716318359375,0.004203286808915436,0.2949187538027763,0.0908382423222065,1.9987721943855286
30,1.7448812866210937,0.0035788354999385773,0.16289236813783645,0.3598430415987968,-1.738691520690918,1.9821051025390626,0.3598430415987968,0.11070718908682466,2.2810807728767397,1.13634765625,0.0032397276815026997,0.3413355812430382,0.10311305053532123,2.349827995300293
